[2013-01-16 14:40:20,699]DEBUG   811[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{TJ}
[2013-01-16 14:40:20,715]DEBUG   827[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{Td}
[2013-01-16 14:40:20,715]DEBUG   827[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSArray{[COSString{ }, COSFloat{-3.57317}, COSString{ }, COSFloat{-3.57322}, COSString{2}, COSFloat{-3.57322}, COSString{9}, COSFloat{-3.57322}, COSString{ }, COSFloat{-3.57322}, COSString{ }, COSFloat{-3.57303}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{S}, COSFloat{-3.5734}, COSString{R}, COSFloat{-3.5734}, COSString{V}, COSFloat{-3.57266}, COSString{C}, COSFloat{-3.5734}, COSString{R}, COSFloat{-3.5734}, COSString{G}, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{1}, COSFloat{-3.57193}, COSString{.}, COSFloat{-3.5734}, COSString{0}, COSFloat{-3.5734}, COSString{0}, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{1}, COSFloat{-3.5734}, COSString{.}, COSFloat{-3.5734}, COSString{0}, COSFloat{-3.5734}, COSString{0}, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{E}, COSFloat{-3.5734}, COSString{A}, COSFloat{-3.5734}, COSString{C}, COSFloat{-3.5734}, COSString{H}, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{_}, COSFloat{-3.5734}, COSString{_}, COSFloat{-3.5734}, COSString{_}, COSFloat{-3.5734}, COSString{S}, COSFloat{-3.5734}, COSString{E}, COSFloat{-3.57193}, COSString{R}, COSFloat{-3.57193}, COSString{V}, COSFloat{-3.57193}, COSString{I}, COSFloat{-3.57193}, COSString{C}, COSFloat{-3.57193}, COSString{E}, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{C}, COSFloat{-3.57193}, COSString{H}, COSFloat{-3.57193}, COSString{A}, COSFloat{-3.57193}, COSString{R}]}
[2013-01-16 14:40:20,715]DEBUG   827[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{TJ}
[2013-01-16 14:40:20,717]DEBUG   829[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSFloat{306.591}
[2013-01-16 14:40:20,717]DEBUG   829[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSInt{0}
[2013-01-16 14:40:20,717]DEBUG   829[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{Td}
[2013-01-16 14:40:20,717]DEBUG   829[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSArray{[COSString{G}, COSFloat{-3.57193}, COSString{E}, COSFloat{-3.57193}, COSString{/}, COSFloat{-3.57193}, COSString{D}, COSFloat{-3.57193}, COSString{E}, COSFloat{-3.57193}, COSString{L}, COSFloat{-3.57193}, COSString{I}, COSFloat{-3.57193}, COSString{V}, COSFloat{-3.57193}, COSString{E}, COSFloat{-3.57193}, COSString{R}, COSFloat{-3.57193}, COSString{Y}, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{1}, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{2}, COSFloat{-3.57193}, COSString{5}, COSFloat{-3.57193}, COSString{.}, COSFloat{-3.57193}, COSString{0}, COSFloat{-3.57193}, COSString{0}, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{2}, COSFloat{-3.57193}, COSString{5}, COSFloat{-3.57193}, COSString{.}, COSFloat{-3.57193}, COSString{0}, COSFloat{-3.57193}, COSString{0}, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{600.001}]}
[2013-01-16 14:40:20,717]DEBUG   829[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{TJ}
[2013-01-16 14:40:20,719]DEBUG   831[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSFloat{-150.17}
[2013-01-16 14:40:20,719]DEBUG   831[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSInt{-24}
[2013-01-16 14:40:20,719]DEBUG   831[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{Td}
[2013-01-16 14:40:20,720]DEBUG   832[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSArray{[COSString{M}, COSFloat{-3.5734}, COSString{e}, COSFloat{-3.5734}, COSString{e}, COSFloat{-3.5734}, COSString{t}, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{o}, COSFloat{-3.5734}, COSString{n}, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{S}, COSFloat{-3.5734}, COSString{t}, COSFloat{-3.5734}, COSString{a}, COSFloat{-3.5734}, COSString{m}, COSFloat{-3.5734}, COSString{f}, COSFloat{-3.5734}, COSString{o}, COSFloat{-3.5734}, COSString{r}, COSFloat{-3.57193}, COSString{d}, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{r}, COSFloat{-3.57193}, COSString{u}, COSFloat{-3.57193}, COSString{n}, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{-}, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{T}, COSFloat{-3.57193}, COSString{h}, COSFloat{-3.57193}, COSString{u}, COSFloat{-3.57193}, COSString{r}, COSFloat{-3.57193}, COSString{s}, COSFloat{-3.57193}, COSString{d}, COSFloat{-3.57193}, COSString{a}, COSFloat{-3.57193}, COSString{y}, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{1}, COSFloat{-3.57193}, COSString{/}, COSFloat{-3.57193}, COSString{1}, COSFloat{-3.57193}, COSString{7}, COSFloat{-3.57193}, COSString{/}, COSFloat{-3.57193}, COSString{1}, COSFloat{-3.57193}, COSString{3}, COSFloat{600.001}]}
[2013-01-16 14:40:20,720]DEBUG   832[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{TJ}
[2013-01-16 14:40:20,721]DEBUG   833[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSInt{12}
[2013-01-16 14:40:20,721]DEBUG   833[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{TL}
[2013-01-16 14:40:20,721]DEBUG   833[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{T*}
[2013-01-16 14:40:20,721]DEBUG   833[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSArray{[COSString{W}, COSFloat{-3.5734}, COSString{e}, COSFloat{-3.5734}, COSString{i}, COSFloat{-3.5734}, COSString{g}, COSFloat{-3.5734}, COSString{h}, COSFloat{-3.5734}, COSString{t}, COSFloat{-3.5734}, COSString{:}, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{5}, COSFloat{-3.5734}, COSString{0}, COSFloat{-3.5734}, COSString{0}, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{l}, COSFloat{-3.5734}, COSString{b}, COSFloat{-3.5734}, COSString{s}, COSFloat{600.001}]}
[2013-01-16 14:40:20,721]DEBUG   833[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{TJ}
[2013-01-16 14:40:20,722]DEBUG   834[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSFloat{39.0753}
[2013-01-16 14:40:20,722]DEBUG   834[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSInt{-24}
[2013-01-16 14:40:20,722]DEBUG   834[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{Td}
